wavs/5d56906d-f8dc-4d9d-8bb1-0e481e556f4c.wav|Promotion kbira f carrefour!|Admin Speaker
wavs/a7bf55fb-52ad-4731-86bc-f65d842ed81b.wav|Bech nji m3akom lila.|Admin Speaker
wavs/d0f0e677-2024-49f6-bc89-7b53989f14e2.wav|Saha ftourek, kol 3am w enti b5ir!|Admin Speaker
wavs/73610b27-9042-474b-9dba-8fee1049ca60.wav|Wallah ma n3arfech chbik lyoum.|Admin Speaker
wavs/e60c1962-2686-4987-bd9d-38f25e9d83b4.wav|El karhabé 9at3a mel sbe7.|Admin Speaker
wavs/feef1a18-923f-40e4-b846-6bc1cfae09ba.wav|Ana mchit lel sou9 w chrit khodra.|Admin Speaker
wavs/b06d28f4-c334-48ec-b404-c53543eedacd.wav|Ya latif! Chfama hatha?|Admin Speaker
wavs/816061e1-3d22-46a6-9f09-5824ddd595b7.wav|Tawa nji, estana chwaya.|Admin Speaker
wavs/85e9db0e-d837-4517-8d0b-eed85bdc7808.wav|Bledi t7ebni w ana n7ebbha.|Admin Speaker
wavs/fe73fe37-974c-4680-806f-7e3c7208ba48.wav|Chnowa l'programme lyoum?|Admin Speaker
wavs/360ae836-ca04-4388-9edc-8b0af2fff704.wav|El 9ahwa bnina barsha f hal café.|Admin Speaker
wavs/d4f94351-2ff1-4b5c-990f-40ad939983e6.wav|Ma t5alich 7atta wa7ed yet3addak.|Admin Speaker
wavs/a97fd629-32c8-4f5c-98ed-5d97dfba63ca.wav|Bech nrawa7 lel ba7ar ljoum3a jaya.|Admin Speaker
wavs/3f57838f-22c1-4927-90f7-7005782e0a82.wav|El traffic 5ayeb lyoum, ma tji bel karhabé.|Admin Speaker
wavs/ff3ba4f2-a44b-4bd8-835f-e6e6a7c70a5a.wav|Kifech n3amel bech nwassal lel médina?|Admin Speaker
wavs/172f2c04-9f8e-44ea-a1d2-6d0f8353acb2.wav|Rabbi ysahal, inchallah yji kol chay 3la 5ir.|Admin Speaker
wavs/e791221d-5cbf-4588-a9fe-25efcbb56526.wav|Tounsi w mfakher!|Admin Speaker
wavs/e7ea4263-5f95-400a-ac1a-9d4a97c4f920.wav|Chkoun yemchi m3aya lel cinema?|Admin Speaker
wavs/7c57e172-6e56-44c3-a2c7-017f4941006a.wav|Promotion kbira f carrefour!|Admin Speaker
wavs/6bd16b23-8382-4d5f-bd57-0efb714e4cd6.wav|Chnowa l'programme lyoum?|Admin Speaker
wavs/7e50f6c7-cfa0-4558-8bf6-089675479e90.wav|Bech nji m3akom lila.|Admin Speaker
wavs/e46062ef-2c57-46ca-984c-5ec0576406d3.wav|Chniya el khedma mtE3ek?|Admin Speaker
wavs/25425d69-45f3-4f5c-88aa-34cc0f21d032.wav|Na3es f dar, chway t3abt.|Admin Speaker
wavs/e9405ac6-2abf-4053-93c9-c91a714e13b5.wav|El jaww bared lyoum, elbes dfa.|Admin Speaker
wavs/3d95b04b-422e-4725-bebd-e17d7757a47f.wav|Hedheka moch sa7i7, nti ghalat.|Admin Speaker
wavs/0895ebc9-cda7-4e13-9503-247301e8fa4f.wav|El match yebda f 8 pm, ma tensech.|Admin Speaker
wavs/96cad4c8-c4c7-41e8-8c5f-bad629212d5f.wav|Fel 5er ya 5ouya, tawwa nchoufek.|Admin Speaker
wavs/2f048fff-8882-49fa-a888-be181bd1a88c.wav|Chbik fahem ghalat, khalini nfaserlek.|Admin Speaker
wavs/3662bff2-a172-40cc-bd6c-8d6bf43b202b.wav|El makla 7arra barsha, robbed chwaya.|Admin Speaker
wavs/54c4a6f6-8920-4f87-a3fd-23db1df68108.wav|El lycée kenet ayyem zmèn.|Admin Speaker
wavs/0d8419e6-03c9-4826-9379-a58336de05d0.wav|N7eb pizza b jeben kbir.|Admin Speaker
wavs/a060717e-005f-4d7a-844e-19de61dce5d8.wav|Yezzi, barka hkeya!|Admin Speaker
wavs/49cef102-ae8c-498c-90a4-c9428c23925f.wav|El foot mta3i ywajja3ni barsha.|Admin Speaker
wavs/f95851c3-dd74-42bf-ba33-efd4d343d021.wav|Tounès bladna w n7ebbouha lel mot.|Admin Speaker
wavs/cfc0d600-d571-44a9-839a-6207a7041fc6.wav|Chéddit lel résultat mte3 el exam?|Admin Speaker
wavs/696e298f-a88d-4f0d-ae81-a8e07ec53d98.wav|Ma t5afch, kol chay bech y5alas b5ir.|Admin Speaker
wavs/cff71759-b875-43b6-b615-3fb98f728b64.wav|Cha3rek twil barsha, 9sitouh?|Admin Speaker
wavs/974e8965-f5db-4e79-8e7c-9d60edf1f7dd.wav|Fi bled el ghourba ma tansa beldek.|Admin Speaker
